CSHL_ID;CSHL_PREP_DATE;CSHL_PREP_USER_ID;CSHL_SALE_DATE;CSHL_SALE_USER_ID;CSHL_SUMMA;CSHL_PAID_SUMMA;CSHL_WAYPAYMENT;CSHL_CLI_ID;CSHL_FISKAL_ID;CSHL_STATUS;CSHL_ORDERNUMBER;CSHL_DISKT_ID;CSHL_ORDERCOMMENT;CSHL_CSHS_ID;CSHL_BEARER_NAME;CSHL_BEARER_TYPE;CSHL_FINANCELIST_ID;CSHL_FISKAL_V_ID;CSHL_FISKAL_NUMB;CSHL_STORNO_FISKAL;CSHL_STORNO_USER_ID;CSHL_STORNO_DATE;CSHL_STORNO_CSHL_ID;CSHL_BEARER_TRANZ_ID;CSHL_MANAGER_ID;CSHL_ADD_TNODID;CSHL_CLI_AMOUNT;CSHL_APPL_TYPE;CSHL_DISKT_COMMENT;CSHL_ACCOUNT_ID;CSHL_PREP_PSAL_ID;CSHL_PREP_DATE_END;CSHL_BONUS_TNODID;CSHL_BONUS_FINANCELIST_ID;CSHL_ORDERVIP;CSHL_ORG_ID;CSHL_PAYMENT_INFO;CSHL_WORK_STATUS;CSHL_BONUS_USE_FINANCELIST_ID;CSHL_REMOTE_PSAL_ID;CSHL_REMOTE_CSHS_ID;CSHL_REMOTE_DATE;CSHL_BONUS_INFO;CSHL_PREP_TMP_PSAL_ID;CSHL_REMOTE_DATE_CLI;CSHL_AGN_ID;CSHL_AGN_FINANCELIST_ID;
4085761;11/25/2018 1:05:46 AM;24;11/25/2018 1:05:45 AM;24;900;;8;;;0;4085761;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085763;11/25/2018 1:06:09 AM;24;11/25/2018 1:06:08 AM;24;400;;8;;;0;4085763;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085765;11/25/2018 1:06:16 AM;24;11/25/2018 1:06:15 AM;24;400;;8;;;0;4085765;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085767;11/25/2018 1:06:53 AM;24;11/25/2018 1:06:53 AM;24;400;;8;;;0;4085767;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085769;11/25/2018 1:13:05 AM;24;11/25/2018 1:13:04 AM;24;200;;8;;;0;4085769;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085771;11/25/2018 1:13:11 AM;24;11/25/2018 1:13:10 AM;24;400;;8;;;0;4085771;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085773;11/25/2018 1:14:45 AM;24;11/25/2018 1:14:44 AM;24;400;;8;;;0;4085773;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085775;11/25/2018 1:18:29 AM;24;11/25/2018 1:18:29 AM;24;400;;8;;;0;4085775;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085777;11/25/2018 1:26:24 AM;24;11/25/2018 1:26:23 AM;24;400;;8;;;0;4085777;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085779;11/25/2018 1:26:31 AM;24;11/25/2018 1:26:30 AM;24;400;;8;;;0;4085779;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085781;11/25/2018 1:26:36 AM;24;11/25/2018 1:26:35 AM;24;400;;8;;;0;4085781;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085783;11/25/2018 1:32:43 AM;24;11/25/2018 1:32:42 AM;24;400;;8;;;0;4085783;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085785;11/25/2018 1:36:38 AM;24;11/25/2018 1:36:37 AM;24;400;;8;;;0;4085785;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085787;11/25/2018 1:38:39 AM;24;11/25/2018 1:38:38 AM;24;400;;8;;;0;4085787;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085789;11/25/2018 1:38:46 AM;24;11/25/2018 1:38:45 AM;24;400;;8;;;0;4085789;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085791;11/25/2018 1:45:49 AM;24;11/25/2018 1:45:48 AM;24;400;;8;;;0;4085791;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085793;11/25/2018 1:47:14 AM;24;11/25/2018 1:47:13 AM;24;900;;8;;;0;4085793;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085795;11/25/2018 1:47:21 AM;24;11/25/2018 1:47:20 AM;24;900;;8;;;0;4085795;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085797;11/25/2018 1:47:31 AM;24;11/25/2018 1:47:30 AM;24;900;;8;;;0;4085797;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085799;11/25/2018 1:47:36 AM;24;11/25/2018 1:47:35 AM;24;900;;8;;;0;4085799;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085801;11/25/2018 1:47:46 AM;24;11/25/2018 1:47:45 AM;24;900;;8;;;0;4085801;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085803;11/25/2018 1:47:56 AM;24;11/25/2018 1:47:55 AM;24;900;;8;;;0;4085803;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085805;11/25/2018 1:48:06 AM;24;11/25/2018 1:48:05 AM;24;900;;8;;;0;4085805;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085807;11/25/2018 1:48:16 AM;24;11/25/2018 1:48:15 AM;24;900;;8;;;0;4085807;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085809;11/25/2018 1:48:26 AM;24;11/25/2018 1:48:25 AM;24;900;;8;;;0;4085809;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085811;11/25/2018 1:48:36 AM;24;11/25/2018 1:48:35 AM;24;900;;8;;;0;4085811;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085813;11/25/2018 1:48:41 AM;24;11/25/2018 1:48:40 AM;24;900;;8;;;0;4085813;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085815;11/25/2018 1:48:46 AM;24;11/25/2018 1:48:45 AM;24;900;;8;;;0;4085815;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085817;11/25/2018 1:48:56 AM;24;11/25/2018 1:48:55 AM;24;900;;8;;;0;4085817;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085819;11/25/2018 1:49:01 AM;24;11/25/2018 1:49:00 AM;24;900;;8;;;0;4085819;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085821;11/25/2018 1:49:15 AM;24;11/25/2018 1:49:14 AM;24;900;;8;;;0;4085821;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085823;11/25/2018 1:49:21 AM;24;11/25/2018 1:49:20 AM;24;900;;8;;;0;4085823;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085825;11/25/2018 1:49:26 AM;24;11/25/2018 1:49:25 AM;24;900;;8;;;0;4085825;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085827;11/25/2018 1:49:31 AM;24;11/25/2018 1:49:31 AM;24;900;;8;;;0;4085827;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085829;11/25/2018 1:49:41 AM;24;11/25/2018 1:49:40 AM;24;900;;8;;;0;4085829;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085831;11/25/2018 1:49:46 AM;24;11/25/2018 1:49:45 AM;24;900;;8;;;0;4085831;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085833;11/25/2018 1:49:51 AM;24;11/25/2018 1:49:50 AM;24;900;;8;;;0;4085833;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085835;11/25/2018 1:50:01 AM;24;11/25/2018 1:50:00 AM;24;900;;8;;;0;4085835;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085837;11/25/2018 1:50:06 AM;24;11/25/2018 1:50:05 AM;24;900;;8;;;0;4085837;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085839;11/25/2018 1:50:16 AM;24;11/25/2018 1:50:15 AM;24;900;;8;;;0;4085839;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085841;11/25/2018 1:50:26 AM;24;11/25/2018 1:50:25 AM;24;900;;8;;;0;4085841;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085843;11/25/2018 1:50:36 AM;24;11/25/2018 1:50:35 AM;24;900;;8;;;0;4085843;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085845;11/25/2018 1:50:41 AM;24;11/25/2018 1:50:40 AM;24;900;;8;;;0;4085845;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085847;11/25/2018 1:50:51 AM;24;11/25/2018 1:50:50 AM;24;900;;8;;;0;4085847;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085849;11/25/2018 1:51:01 AM;24;11/25/2018 1:51:00 AM;24;900;;8;;;0;4085849;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085851;11/25/2018 1:51:06 AM;24;11/25/2018 1:51:05 AM;24;900;;8;;;0;4085851;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085853;11/25/2018 1:51:16 AM;24;11/25/2018 1:51:15 AM;24;900;;8;;;0;4085853;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085855;11/25/2018 1:51:26 AM;24;11/25/2018 1:51:25 AM;24;900;;8;;;0;4085855;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085857;11/25/2018 1:51:31 AM;24;11/25/2018 1:51:30 AM;24;900;;8;;;0;4085857;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085859;11/25/2018 1:51:41 AM;24;11/25/2018 1:51:40 AM;24;900;;8;;;0;4085859;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085861;11/25/2018 1:51:51 AM;24;11/25/2018 1:51:50 AM;24;900;;8;;;0;4085861;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085863;11/25/2018 1:52:01 AM;24;11/25/2018 1:52:00 AM;24;900;;8;;;0;4085863;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085865;11/25/2018 1:52:06 AM;24;11/25/2018 1:52:05 AM;24;900;;8;;;0;4085865;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085867;11/25/2018 1:52:16 AM;24;11/25/2018 1:52:15 AM;24;900;;8;;;0;4085867;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085869;11/25/2018 1:52:21 AM;24;11/25/2018 1:52:21 AM;24;900;;8;;;0;4085869;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085871;11/25/2018 2:06:50 AM;24;11/25/2018 2:06:49 AM;24;400;;8;;;0;4085871;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085873;11/25/2018 2:07:15 AM;24;11/25/2018 2:07:14 AM;24;400;;8;;;0;4085873;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085875;11/25/2018 2:07:21 AM;24;11/25/2018 2:07:20 AM;24;400;;8;;;0;4085875;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085877;11/25/2018 2:41:47 AM;24;11/25/2018 2:41:46 AM;24;400;;8;;;0;4085877;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085879;11/25/2018 2:55:04 AM;24;11/25/2018 2:55:03 AM;24;400;;8;;;0;4085879;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085881;11/25/2018 3:06:57 AM;24;11/25/2018 3:06:55 AM;24;400;;8;;;0;4085881;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085883;11/25/2018 3:15:34 AM;24;11/25/2018 3:15:33 AM;24;900;;8;;;0;4085883;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085885;11/25/2018 3:17:39 AM;24;11/25/2018 3:17:38 AM;24;400;;8;;;0;4085885;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085887;11/25/2018 3:45:18 AM;24;11/25/2018 3:45:17 AM;24;400;;8;;;0;4085887;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085889;11/25/2018 3:45:26 AM;24;11/25/2018 3:45:24 AM;24;400;;8;;;0;4085889;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085891;11/25/2018 3:47:20 AM;24;11/25/2018 3:47:19 AM;24;400;;8;;;0;4085891;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085893;11/25/2018 3:59:31 AM;24;11/25/2018 3:59:29 AM;24;400;;8;;;0;4085893;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085895;11/25/2018 4:01:40 AM;24;11/25/2018 4:01:39 AM;24;400;;8;;;0;4085895;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085897;11/25/2018 5:20:20 AM;24;11/25/2018 5:20:18 AM;24;900;;8;;;0;4085897;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085899;11/25/2018 6:21:53 AM;24;11/25/2018 6:21:52 AM;24;400;;8;;;0;4085899;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085901;11/25/2018 6:35:00 AM;24;11/25/2018 6:34:58 AM;24;400;;8;;;0;4085901;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
4085903;11/25/2018 6:51:37 AM;24;11/25/2018 6:51:36 AM;24;400;;8;;;0;4085903;;;4085654;;;0;;;;;;;;;;;0;;0;;;;0;;-1;;;0;;;;;;;;;
